adm1,adm2,adm3,hf,community,school_name
Tonkolili District,Tonkolili District Council,Kholifa Mamuntha Chiefdom,Maborie MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mamuntha Chiefdom,Magbass CHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mamuntha Chiefdom,Mamuntha MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mamuntha Chiefdom,Masagbill MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mamuntha Chiefdom,Masoko MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mamuntha Chiefdom,Mayossoh MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Alim MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Family (Magburaka) Clinic,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Mabai (Kholifa Rowalla) MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Mabom CHC,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Magburaka Government Hospital,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Magburaka Under Fives Clinic,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Malone MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Masanga Hospital,,
Tonkolili District,Tonkolili District Council,Kholifa Rowalla Chiefdom,Masanga MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Barina Chiefdom,Makali CHC,,
Tonkolili District,Tonkolili District Council,Kunike Barina Chiefdom,Makoni Line MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Barina Chiefdom,Mapamurie MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Barina Chiefdom,Massaba MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Barina Chiefdom,Wonkibor MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Fulawusu Chiefdom,Fothaneh Bana MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Fulawusu Chiefdom,Mafulka MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Fulawusu Chiefdom,Magbanabom MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Fulawusu Chiefdom,Magbanto Bana MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Fulawusu Chiefdom,Mamanso Sanka CHP,,
Tonkolili District,Tonkolili District Council,Kunike Fulawusu Chiefdom,Petifu Mandugu MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Fothaneh Junction MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Kamanthor MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Mabineh MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Maconteh Tama MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Masiaka (Kunike Sanda) MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Masingbi CHC,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Matholey MCHP,,
Tonkolili District,Tonkolili District Council,Kunike Sanda Chiefdom,Petifuline CHP,,
Tonkolili District,Tonkolili District Council,Malal Chiefdom,Makoba Bana MCHP,,
Tonkolili District,Tonkolili District Council,Malal Chiefdom,Robina CHP,,
Tonkolili District,Tonkolili District Council,Malal Chiefdom,Rochen Malal CHP,,
Tonkolili District,Tonkolili District Council,Sambaya Bendugu Chiefdom,Bendugu CHC,,
Tonkolili District,Tonkolili District Council,Sambaya Bendugu Chiefdom,Dankawalia CHP,,
Tonkolili District,Tonkolili District Council,Sambaya Bendugu Chiefdom,Kholifaga MCHP,,
Tonkolili District,Tonkolili District Council,Sambaya Bendugu Chiefdom,Kunya CHP,,
Tonkolili District,Tonkolili District Council,Sambaya Bendugu Chiefdom,Ninkikoro MCHP,,
Tonkolili District,Tonkolili District Council,Simiria Chiefdom,Mabontor CHC,,
Tonkolili District,Tonkolili District Council,Simiria Chiefdom,Mabontor CHP,,
Tonkolili District,Tonkolili District Council,Simiria Chiefdom,Makonthanday MCHP,,
Tonkolili District,Tonkolili District Council,Simiria Chiefdom,Masumbrie CHC,,
Tonkolili District,Tonkolili District Council,Simiria Chiefdom,Mayassoh MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Makelleh MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Makona MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Makrugbeh CHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Mananthelie MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Mangaybana MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Masankoro MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Mathonkara MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Mathufulie MCHP,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Matotoka CHC,,
Tonkolili District,Tonkolili District Council,Tane Chiefdom,Rosengbeh MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Bakeloko CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Bath Bana MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Magbaesa MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Magbaft MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Magbassabana MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Magbosie MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Makeni-Rokfullah MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Makundu MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Matawa MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Petifu Fulamasa CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Robarie MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Ronietta MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mabanta Chiefdom,Rorocks CHC,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Ahmadiyya Muslim (Yoni Mamala) Hospital,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Bonkababay CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Community Health Foundation (Mile 91) Hospital,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Foindu (Yoni Mamala) MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Hinistas CHC,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Kumrabai Yoni CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Macrogba CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Magboki Road Mile 91 CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Magbosie MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Makelleh CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Mamaka (Yoni Mamala) MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Mananie MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Masengbeh CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Maseperr MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Mathoir CHC,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Mayorgbor MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Our Lady of Guadalupe Clinic,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Rochen Kamandao CHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Rokimbi MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,United Methodist Church Yonibana CHC,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Yonibana MCHP,,
Tonkolili District,Tonkolili District Council,Yoni Mamala Chiefdom,Yonibana Sai Hospital,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Christ the King Clinic,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Crossing MCHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Don Bosco Fambul Clinic,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Fogbo (Koya Rural) MCHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Madaka MCHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Makobeh MCHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Makonkonday MCHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Malambay CHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Masorie CHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,MedZain MCHP,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Monsignor Daniel Sullivan Health Clinic,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Newton CHC,,
Western Area Rural District,Western Area Rural District Council,Koya Rural Zone,Songo CHC,,
Western Area Rural District,Western Area Rural District Council,Mountain Rural Zone,Charlotte CHP,,
Western Area Rural District,Western Area Rural District Council,Mountain Rural Zone,Fourah Bay College CHC,,
Western Area Rural District,Western Area Rural District Council,Mountain Rural Zone,Gloucester CHP,,
Western Area Rural District,Western Area Rural District Council,Mountain Rural Zone,Leicester (Mountain Rural) CHP,,
Western Area Rural District,Western Area Rural District Council,Mountain Rural Zone,Regent (Mountain Rural) CHC,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,ADRA Mobile Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Adra Hospital,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,African Christian Fellowship (ACF) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Afro Arab Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Arab (Waterloo) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Benguema Grassfield MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Benguema Military (MI Room) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Biola Wright Memorial Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Borah Maternity Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Brown Memorial Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Campbell Town CHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Cashew Farm MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Christ the King Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Deep Eye Water MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,El-Shaddai (Waterloo Rural) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Evangelical College of Theology Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Freetown Teachers College Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Gift of Life Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Grafton CHC,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Hastings CHC,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Heart and Hands Care Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Jays Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,John Thorpe MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Jui Police (MI Room) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Kissy Town CHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Lumpa CHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Mabureh CHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,MacDonald MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Maila Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Mapac Grafton Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Margaret and Johnny MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Mariama Hassan Hospital,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Matainkay and Masantigie MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,MedZain MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Monsignor Daniel Sullivan Health Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,New London MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Rogbangba MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Rokel (Waterloo Rural) CHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Rokel Arab (Waterloo) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,SWAKAB (Waterloo) Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Salifu Kondeh Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Sierra Leone-China Teaching Hospital,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,TECT Jui CHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Waterloo CHC,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Waterloo People's Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Waterloo Rural Community Hospital,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,White Stone MCHP,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Women in National Development AAPDEP Clinic,,
Western Area Rural District,Western Area Rural District Council,Waterloo Rural Zone,Yams Farm CHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Adonkia CHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Banana Island MCHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Bethlehem Clinic,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Emergency (Goderich) Hospital,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Friends of God Clinic,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Goderich CHC,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Goderich Military (MI Room) Clinic,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Hamilton MCHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Kent CHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Lakka Government Hospital,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Lakka/Ogoo Farm CHC,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Lion for Lion Clinic,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Mambo CHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Metchen MCHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Milton Margai College (MMCET) Clinic,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Mutual Faith Clinic,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Sussex MCHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Tissana (York Rural) MCHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Tokeh MCHP,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,Tombo (York Rural) CHC,,
Western Area Rural District,Western Area Rural District Council,York Rural Zone,York CHC,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Abernita Hospital,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Blessed Mokaba Central CHP,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Bojojo Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Don Bosco Fambul Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Dr A Edwin Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Dr Abdulai Jalloh Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Dr Donald Harding Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Dr Dunstan Thomas Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Dr Finda Ngongor Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Dr Hassan Hariri Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Farm Care Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Macauley Street Government Hospital,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Marina House Birth Centre Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Parliament CHC,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Susan's Bay CHC,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Takish Clinic,,
Western Area Urban District,Freetown City Council,Central 1 Zone,Women Health Centre Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Central 2 Medical Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Connaught Chest Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Connaught Hospital,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr ADO Wright Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Asale Ganda Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Daniel Bash Taqi Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Effie Gooding Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Frazer Whitfield Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Isatou Hyde-Forster Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr J Russel Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Kelvin Nicolls Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Len-Gordon Harris Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Patrick Coker Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Shuman Medical Clinic and Laboratory,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Taquis Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr VR Willoughby Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Dr Victor Willoughby Memorial Hospital,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Khadijah Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Kroo Bay CHC,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Liverpool Street (Jimmy Pratt) Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Mano River Countries Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,NASSIT Mobile Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Pikin Welbodi Centre Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Prime Care Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Red Cross (Pultney Street) Clinic,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Shuman (Kroo Bay) Hospital,,
Western Area Urban District,Freetown City Council,Central 2 Zone,Sing Song Hospital,,
Western Area Urban District,Freetown City Council,Central 2 Zone,St Mary's Immaculate Hospital,,
Western Area Urban District,Freetown City Council,Central 2 Zone,West End Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,Arab (Ferry Junction) Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,China Friendship Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,Fourah Bay Community MCHP,,
Western Area Urban District,Freetown City Council,East 1 Zone,Guoji (Cline Town) Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,Happy Kid and Adolescence (East 1 Zone) Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,Jenner Wright Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,Kargbo Dockyard CHP,,
Western Area Urban District,Freetown City Council,East 1 Zone,Mabella CHC,,
Western Area Urban District,Freetown City Council,East 1 Zone,Mayorba Hospital,,
Western Area Urban District,Freetown City Council,East 1 Zone,Ola During Children's Hospital,,
Western Area Urban District,Freetown City Council,East 1 Zone,Ola During Under Fives CHP,,
Western Area Urban District,Freetown City Council,East 1 Zone,Princess Christian Maternity Hospital,,
Western Area Urban District,Freetown City Council,East 1 Zone,Principal Medical Office (Cline Town) CHP,,
Western Area Urban District,Freetown City Council,East 1 Zone,Ross Road CHC,,
Western Area Urban District,Freetown City Council,East 1 Zone,Sierra Leone Port Authority Clinic,,
Western Area Urban District,Freetown City Council,East 1 Zone,Thullahs Community Health Clinic,,
Western Area Urban District,Freetown City Council,East 2 Zone,Arab (Shad) Clinic,,
Western Area Urban District,Freetown City Council,East 2 Zone,Better Health Clinic,,
Western Area Urban District,Freetown City Council,East 2 Zone,Coconut Farm MCHP,,
Western Area Urban District,Freetown City Council,East 2 Zone,Dr Songo Williams Clinic,,
Western Area Urban District,Freetown City Council,East 2 Zone,Ginger Hall CHC,,
Western Area Urban District,Freetown City Council,East 2 Zone,Julipha Ashobie Corner MCHP,,
Western Area Urban District,Freetown City Council,East 2 Zone,Mabella CHC,,
Western Area Urban District,Freetown City Council,East 2 Zone,New Harvest Clinic,,
Western Area Urban District,Freetown City Council,East 2 Zone,Quarry MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,AWAKE CHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Ad-Bangs Quarry MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Ahmadiyya Muslim (Calaba Town) Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Al-Khatab CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Allen Town CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Approved School CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Arab (Calaba Town) Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Arab (Shell) Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Blessed Mokaba East Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Calaba Town CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Edemsil Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Egyptian (Calaba Town) Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Egyptian (Shell) Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Esther Faith Healing Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Evangelical Lutheran Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Faith Community Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Family Home Movement CHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Gbaneh Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Haja Neneh CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Hamdalaye Mission Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Holy Mary Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Iscon CHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Kamba of Charity Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Kissy CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Kissy Dockyard Missionary Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Kola Tree MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Konikay Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Koya Town CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Kuntorloh CHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Life Care (Kissy) Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Looking Town MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Lowell and Ruth Gess UMC Eye Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Madina (East 3) CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Marie Stopes (Kissy) Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Mayemi MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Methodist Church Sierra Leone Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Moyiba CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Orugu MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Philip Street Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Rokupa Government Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Rokupa Under Fives CHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,SLIMS Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Shuman (Kissy) Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Sierra Leone Psychiatric Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,St Joseph's CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,St Luke's Wellington Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Tasley Global Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,Tassoh MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Thunder Hill MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,UPAL MCHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,United Methodist Church PLHA Kissy Clinic,,
Western Area Urban District,Freetown City Council,East 3 Zone,United Methodist Church Urban Centre Hospital,,
Western Area Urban District,Freetown City Council,East 3 Zone,Up-Wata CHP,,
Western Area Urban District,Freetown City Council,East 3 Zone,Wellington CHC,,
Western Area Urban District,Freetown City Council,East 3 Zone,Wesleyan Health Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Affordable Health Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Childrens Day Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Cupid Health Centre Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Day Krim Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Dr Claudius Cole Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,God Grace Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Grey Bush CHC,,
Western Area Urban District,Freetown City Council,West 1 Zone,Kingtom Police Hospital,,
Western Area Urban District,Freetown City Council,West 1 Zone,Kingtom Police Under Fives CHP,,
Western Area Urban District,Freetown City Council,West 1 Zone,Marie Stopes (Waterloo Street) Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Methodist Community Health Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,Rejanic Clinic,,
Western Area Urban District,Freetown City Council,West 1 Zone,St Anthony's CHC,,
Western Area Urban District,Freetown City Council,West 2 Zone,AMI Expeditionary Healthcare Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,Al-Farouk Clinic,,
Western Area Urban District,Freetown City Council,West 2 Zone,Arab (Dwarzak) Clinic,,
